Date,Value,year,month,day
2019-09-23,454.3949999999999,2019,9,23
2019-09-24,454.5605555555555,2019,9,24
2019-09-25,453.1249999999999,2019,9,25
2019-09-26,453.1327777777777,2019,9,26
2019-09-27,452.94666666666654,2019,9,27
2019-09-28,454.5844444444443,2019,9,28
2019-09-29,454.9638888888889,2019,9,29
2019-09-30,454.9649999999999,2019,9,30
2019-10-01,472.8066666666666,2019,10,1
2019-10-02,464.0455555555556,2019,10,2
2019-10-03,463.1205555555555,2019,10,3
2019-10-04,485.1983333333333,2019,10,4
2019-10-05,477.4838888888888,2019,10,5
2019-10-06,475.2327777777777,2019,10,6
2019-10-07,474.24166666666656,2019,10,7
2019-10-08,474.98333333333335,2019,10,8
2019-10-09,475.0005555555555,2019,10,9
2019-10-10,465.3922222222221,2019,10,10
2019-10-11,471.3627777777778,2019,10,11
2019-10-12,471.3466666666666,2019,10,12
2019-10-13,473.9938888888889,2019,10,13
2019-10-14,484.2355555555556,2019,10,14
2019-10-15,471.1477777777778,2019,10,15
2019-10-16,471.5238888888889,2019,10,16
2019-10-17,473.0183333333332,2019,10,17
2019-10-18,466.2238888888888,2019,10,18
2019-10-19,463.1088888888888,2019,10,19
2019-10-20,463.5561111111112,2019,10,20
2019-10-21,473.10388888888906,2019,10,21
2019-10-22,447.8438888888889,2019,10,22
2019-10-23,450.5533333333335,2019,10,23
2019-10-24,450.5961111111112,2019,10,24
2019-10-25,452.4072222222224,2019,10,25
2019-10-26,458.3733333333335,2019,10,26
2019-10-27,452.8788888888889,2019,10,27
2019-10-28,458.2127777777778,2019,10,28
2019-10-29,461.5505555555556,2019,10,29
2019-10-30,463.2733333333333,2019,10,30
2019-10-31,464.3233333333333,2019,10,31
2019-11-01,463.2261111111112,2019,11,1
2019-11-02,464.0833333333333,2019,11,2
2019-11-03,463.4766666666667,2019,11,3
2019-11-04,467.81055555555554,2019,11,4
2019-11-05,463.7672222222223,2019,11,5
2019-11-06,463.7738888888889,2019,11,6
2019-11-07,461.5583333333333,2019,11,7
2019-11-08,458.7283333333335,2019,11,8
2019-11-09,460.42388888888894,2019,11,9
2019-11-10,461.9155555555556,2019,11,10
2019-11-11,458.8333333333333,2019,11,11
2019-11-12,456.6166666666667,2019,11,12
2019-11-13,455.7266666666667,2019,11,13
2019-11-14,453.08333333333337,2019,11,14
2019-11-15,453.52722222222224,2019,11,15
2019-11-16,456.3955555555556,2019,11,16
2019-11-17,458.5838888888888,2019,11,17
2019-11-18,458.95666666666665,2019,11,18
2019-11-19,458.9788888888888,2019,11,19
2019-11-20,455.6616666666666,2019,11,20
2019-11-21,456.36,2019,11,21
2019-11-22,453.5072222222221,2019,11,22
2019-11-23,454.2116666666666,2019,11,23
2019-11-24,454.06555555555553,2019,11,24
2019-11-25,454.35277777777776,2019,11,25
2019-11-26,456.8761111111112,2019,11,26
2019-11-27,482.1216666666666,2019,11,27
2019-11-28,479.94888888888886,2019,11,28
2019-11-29,480.8877777777777,2019,11,29
2019-11-30,484.6444444444445,2019,11,30
2019-12-01,482.2583333333333,2019,12,1
2019-12-02,486.8655555555556,2019,12,2
2019-12-03,478.65833333333336,2019,12,3
2019-12-04,484.49777777777774,2019,12,4
2019-12-05,481.1322222222223,2019,12,5
2019-12-06,480.6788888888889,2019,12,6
2019-12-07,475.8822222222223,2019,12,7
2019-12-08,473.4066666666666,2019,12,8
2019-12-09,472.56111111111113,2019,12,9
2019-12-10,472.6755555555556,2019,12,10
2019-12-11,472.2744444444445,2019,12,11
2019-12-12,467.9383333333333,2019,12,12
2019-12-13,467.9405555555556,2019,12,13
2019-12-14,467.09277777777777,2019,12,14
2019-12-15,469.48500000000007,2019,12,15
2019-12-16,463.4622222222223,2019,12,16
2019-12-17,455.6827777777778,2019,12,17
2019-12-18,446.8583333333334,2019,12,18
2019-12-19,457.7250000000001,2019,12,19
2019-12-20,444.21388888888896,2019,12,20
2019-12-21,446.6188888888889,2019,12,21
2019-12-22,446.5438888888888,2019,12,22
2019-12-23,437.1561111111111,2019,12,23
2019-12-24,437.4422222222222,2019,12,24
2019-12-25,442.6205555555555,2019,12,25
2019-12-26,438.6455555555556,2019,12,26
2019-12-27,438.1222222222222,2019,12,27
2019-12-28,442.1861111111111,2019,12,28
2019-12-29,442.6372222222223,2019,12,29
2019-12-30,446.00500000000005,2019,12,30
2019-12-31,447.14166666666665,2019,12,31
2020-01-01,437.07388888888886,2020,1,1
2020-01-02,438.7122222222222,2020,1,2
2020-01-03,437.6344444444445,2020,1,3
2020-01-04,441.1344444444445,2020,1,4
2020-01-05,434.03333333333336,2020,1,5
2020-01-06,444.7494444444444,2020,1,6
2020-01-07,434.8344444444445,2020,1,7
2020-01-08,434.7266666666667,2020,1,8
2020-01-09,434.7711111111111,2020,1,9
2020-01-10,434.8227777777778,2020,1,10
2020-01-11,441.0572222222223,2020,1,11
2020-01-12,439.1155555555555,2020,1,12
2020-01-13,430.80166666666673,2020,1,13
2020-01-14,431.60833333333335,2020,1,14
2020-01-15,432.11,2020,1,15
2020-01-16,434.8655555555555,2020,1,16
2020-01-17,435.9494444444444,2020,1,17
2020-01-18,430.461111111111,2020,1,18
2020-01-19,431.7233333333333,2020,1,19
2020-01-20,433.36944444444447,2020,1,20
2020-01-21,448.9272222222223,2020,1,21
2020-01-22,448.37277777777786,2020,1,22
2020-01-23,448.3994444444445,2020,1,23
2020-01-24,438.9077777777778,2020,1,24
2020-01-25,440.5911111111112,2020,1,25
2020-01-26,446.3211111111112,2020,1,26
2020-01-27,446.3411111111111,2020,1,27
2020-01-28,434.6833333333333,2020,1,28
2020-01-29,448.7155555555556,2020,1,29
2020-01-30,446.1838888888889,2020,1,30
2020-01-31,447.0888888888889,2020,1,31
2020-02-01,447.2577777777777,2020,2,1
2020-02-02,447.7016666666666,2020,2,2
2020-02-03,453.0433333333333,2020,2,3
2020-02-04,442.9205555555556,2020,2,4
2020-02-05,433.8377777777778,2020,2,5
2020-02-06,433.81888888888886,2020,2,6
2020-02-07,436.9944444444444,2020,2,7
2020-02-08,435.2294444444444,2020,2,8
2020-02-09,437.7261111111111,2020,2,9
2020-02-10,435.3961111111111,2020,2,10
2020-02-11,432.5744444444445,2020,2,11
2020-02-12,427.49444444444447,2020,2,12
2020-02-13,438.3294444444444,2020,2,13
2020-02-14,438.1422222222222,2020,2,14
2020-02-15,438.7505555555556,2020,2,15
2020-02-16,428.7111111111111,2020,2,16
2020-02-17,428.85722222222216,2020,2,17
2020-02-18,418.7305555555555,2020,2,18
2020-02-19,429.2894444444444,2020,2,19
2020-02-20,403.4911111111112,2020,2,20
2020-02-21,395.9327777777778,2020,2,21
2020-02-22,424.3627777777777,2020,2,22
2020-02-23,431.2166666666666,2020,2,23
2020-02-24,434.5838888888889,2020,2,24
2020-02-25,443.7861111111111,2020,2,25
2020-02-26,451.2716666666666,2020,2,26
2020-02-27,457.8166666666667,2020,2,27
2020-02-28,457.35833333333335,2020,2,28
2020-02-29,444.7127777777778,2020,2,29
2020-03-01,468.4638888888889,2020,3,1
2020-03-02,470.0755555555556,2020,3,2
2020-03-03,470.1011111111111,2020,3,3
2020-03-04,471.39,2020,3,4
2020-03-05,455.5411111111112,2020,3,5
2020-03-06,453.8122222222222,2020,3,6
2020-03-07,471.3305555555556,2020,3,7
2020-03-08,471.0272222222223,2020,3,8
2020-03-09,451.2738888888889,2020,3,9
2020-03-10,442.2277777777777,2020,3,10
2020-03-11,444.9244444444444,2020,3,11
2020-03-12,448.1388888888888,2020,3,12
2020-03-13,447.2933333333333,2020,3,13
2020-03-14,487.816111111111,2020,3,14
2020-03-15,486.1155555555554,2020,3,15
2020-03-16,467.83277777777766,2020,3,16
2020-03-17,467.8611111111109,2020,3,17
2020-03-18,487.226111111111,2020,3,18
2020-03-19,486.95777777777766,2020,3,19
2020-03-20,481.6938888888888,2020,3,20
2020-03-21,483.2722222222221,2020,3,21
2020-03-22,481.82444444444434,2020,3,22
2020-03-23,481.82444444444434,2020,3,23
2020-03-24,485.53277777777777,2020,3,24
2020-03-25,488.19944444444445,2020,3,25
2020-03-26,485.9905555555554,2020,3,26
2020-03-27,468.6494444444444,2020,3,27
2020-03-28,468.7216666666666,2020,3,28
2020-03-29,466.4644444444444,2020,3,29
2020-03-30,464.385,2020,3,30
2020-03-31,469.7211111111111,2020,3,31
2020-04-01,470.5411111111111,2020,4,1
2020-04-02,472.4783333333333,2020,4,2
2020-04-03,472.9655555555555,2020,4,3
2020-04-04,474.7805555555555,2020,4,4
2020-04-05,477.9372222222223,2020,4,5
2020-04-06,471.6455555555555,2020,4,6
2020-04-07,469.151111111111,2020,4,7
2020-04-08,473.2900000000001,2020,4,8
2020-04-09,469.1783333333334,2020,4,9
2020-04-10,472.87611111111113,2020,4,10
2020-04-11,472.43222222222215,2020,4,11
2020-04-12,474.0144444444445,2020,4,12
2020-04-13,477.2727777777778,2020,4,13
2020-04-14,477.2633333333333,2020,4,14
2020-04-15,464.6311111111111,2020,4,15
2020-04-16,460.5661111111111,2020,4,16
2020-04-17,459.615,2020,4,17
2020-04-18,457.2294444444445,2020,4,18
2020-04-19,454.3327777777777,2020,4,19
2020-04-20,457.5838888888888,2020,4,20
2020-04-21,460.5366666666666,2020,4,21
2020-04-22,474.3288888888888,2020,4,22
2020-04-23,475.255,2020,4,23
2020-04-24,501.9016666666666,2020,4,24
2020-04-25,508.1483333333333,2020,4,25
2020-04-26,483.9166666666667,2020,4,26
2020-04-27,480.17111111111103,2020,4,27
2020-04-28,468.9605555555556,2020,4,28
2020-04-29,468.4611111111111,2020,4,29
2020-04-30,457.1777777777778,2020,4,30
2020-05-01,461.5788888888889,2020,5,1
2020-05-02,452.2755555555555,2020,5,2
2020-05-03,453.8955555555555,2020,5,3
2020-05-04,435.5994444444444,2020,5,4
2020-05-05,434.9705555555554,2020,5,5
2020-05-06,444.6788888888888,2020,5,6
2020-05-07,444.7188888888888,2020,5,7
2020-05-08,443.1077777777777,2020,5,8
2020-05-09,443.375,2020,5,9
2020-05-10,443.61666666666656,2020,5,10
2020-05-11,420.74222222222215,2020,5,11
2020-05-12,420.7266666666666,2020,5,12
2020-05-13,442.86777777777775,2020,5,13
2020-05-14,442.355,2020,5,14
2020-05-15,438.8444444444444,2020,5,15
2020-05-16,438.0238888888889,2020,5,16
2020-05-17,436.8277777777778,2020,5,17
2020-05-18,439.0838888888889,2020,5,18
2020-05-19,434.2111111111111,2020,5,19
2020-05-20,437.45,2020,5,20
2020-05-21,440.0711111111111,2020,5,21
2020-05-22,437.67111111111103,2020,5,22
2020-05-23,452.77333333333326,2020,5,23
2020-05-24,450.2677777777777,2020,5,24
2020-05-25,449.1111111111111,2020,5,25
2020-05-26,433.3822222222221,2020,5,26
2020-05-27,436.1472222222221,2020,5,27
2020-05-28,434.89222222222224,2020,5,28
2020-05-29,400.7944444444444,2020,5,29
2020-05-30,433.9338888888888,2020,5,30
2020-05-31,400.4144444444444,2020,5,31
2020-06-01,393.4583333333333,2020,6,1
2020-06-02,393.4055555555555,2020,6,2
2020-06-03,392.6961111111111,2020,6,3
2020-06-04,408.34222222222223,2020,6,4
2020-06-05,438.43277777777774,2020,6,5
2020-06-06,439.5583333333333,2020,6,6
2020-06-07,405.3466666666666,2020,6,7
2020-06-08,405.2222222222223,2020,6,8
2020-06-09,404.1627777777778,2020,6,9
2020-06-10,398.34888888888895,2020,6,10
2020-06-11,379.95388888888897,2020,6,11
2020-06-12,380.1477777777778,2020,6,12
2020-06-13,383.27777777777777,2020,6,13
2020-06-14,387.9188888888889,2020,6,14
2020-06-15,408.4483333333334,2020,6,15
2020-06-16,408.8038888888889,2020,6,16
2020-06-17,426.7044444444445,2020,6,17
2020-06-18,428.9072222222223,2020,6,18
2020-06-19,429.87277777777786,2020,6,19
2020-06-20,433.0833333333335,2020,6,20
2020-06-21,458.94444444444446,2020,6,21
2020-06-22,452.035,2020,6,22
2020-06-23,458.9183333333335,2020,6,23
2020-06-24,460.6761111111112,2020,6,24
2020-06-25,460.865,2020,6,25
2020-06-26,438.6172222222223,2020,6,26
2020-06-27,436.6933333333334,2020,6,27
2020-06-28,436.6505555555556,2020,6,28
2020-06-29,436.57888888888897,2020,6,29
2020-06-30,441.6900000000001,2020,6,30
2020-07-01,439.965,2020,7,1
2020-07-02,442.78833333333336,2020,7,2
2020-07-03,442.7211111111112,2020,7,3
2020-07-04,440.9972222222223,2020,7,4
2020-07-05,443.6433333333334,2020,7,5
2020-07-06,443.4883333333333,2020,7,6
2020-07-07,439.0005555555556,2020,7,7
2020-07-08,444.0822222222224,2020,7,8
2020-07-09,450.5900000000001,2020,7,9
2020-07-10,452.5361111111112,2020,7,10
2020-07-11,452.9944444444444,2020,7,11
2020-07-12,453.13,2020,7,12
2020-07-13,450.0205555555555,2020,7,13
2020-07-14,449.99277777777775,2020,7,14
2020-07-15,448.4083333333333,2020,7,15
2020-07-16,456.9833333333333,2020,7,16
2020-07-17,456.4988888888888,2020,7,17
2020-07-18,459.27888888888873,2020,7,18
2020-07-19,460.2383333333333,2020,7,19
2020-07-20,456.0388888888888,2020,7,20
2020-07-21,456.7805555555555,2020,7,21
2020-07-22,464.5688888888888,2020,7,22
2020-07-23,462.8927777777778,2020,7,23
2020-07-24,461.5983333333333,2020,7,24
2020-07-25,456.24722222222215,2020,7,25
2020-07-26,456.12611111111113,2020,7,26
2020-07-27,460.4583333333333,2020,7,27
2020-07-28,460.275,2020,7,28
2020-07-29,464.6444444444445,2020,7,29
2020-07-30,461.1188888888889,2020,7,30
2020-07-31,466.3538888888888,2020,7,31
2020-08-01,472.2277777777777,2020,8,1
2020-08-02,471.8222222222222,2020,8,2
2020-08-03,471.8333333333333,2020,8,3
2020-08-04,471.8333333333333,2020,8,4
2020-08-05,471.86666666666656,2020,8,5
2020-08-06,465.2894444444444,2020,8,6
2020-08-07,474.6583333333333,2020,8,7
2020-08-08,474.86666666666656,2020,8,8
2020-08-09,475.1133333333334,2020,8,9
2020-08-10,478.8938888888889,2020,8,10
2020-08-11,452.09,2020,8,11
2020-08-12,467.1233333333333,2020,8,12
2020-08-13,467.1233333333333,2020,8,13
2020-08-14,464.2744444444445,2020,8,14
2020-08-15,467.79,2020,8,15
2020-08-16,463.6455555555555,2020,8,16
2020-08-17,478.25388888888887,2020,8,17
2020-08-18,479.05777777777774,2020,8,18
2020-08-19,464.63388888888886,2020,8,19
2020-08-20,464.2088888888888,2020,8,20
2020-08-21,461.7272222222222,2020,8,21
2020-08-22,467.7211111111111,2020,8,22
2020-08-23,489.39833333333326,2020,8,23
2020-08-24,510.9344444444444,2020,8,24
2020-08-25,510.9694444444445,2020,8,25
2020-08-26,510.2638888888889,2020,8,26
2020-08-27,510.25999999999993,2020,8,27
2020-08-28,510.8322222222222,2020,8,28
2020-08-29,490.4972222222223,2020,8,29
2020-08-30,472.3311111111111,2020,8,30
2020-08-31,472.3116666666667,2020,8,31
2020-09-01,471.97,2020,9,1
2020-09-02,472.0672222222222,2020,9,2
2020-09-03,473.7288888888887,2020,9,3
2020-09-04,473.68777777777774,2020,9,4
2020-09-05,474.18,2020,9,5
2020-09-06,476.9188888888888,2020,9,6
2020-09-07,476.9649999999999,2020,9,7
2020-09-08,473.4461111111111,2020,9,8
2020-09-09,484.0733333333332,2020,9,9
2020-09-10,484.555,2020,9,10
2020-09-11,465.00444444444446,2020,9,11
2020-09-12,468.24722222222215,2020,9,12
2020-09-13,467.20833333333326,2020,9,13
2020-09-14,473.0383333333333,2020,9,14
2020-09-15,467.96777777777766,2020,9,15
2020-09-16,474.1444444444444,2020,9,16
2020-09-17,473.94944444444434,2020,9,17
2020-09-18,474.4094444444445,2020,9,18
2020-09-19,474.2533333333333,2020,9,19
2020-09-20,473.1266666666666,2020,9,20
2020-09-21,473.26666666666665,2020,9,21
2020-09-22,471.8627777777778,2020,9,22
2020-09-23,471.93777777777774,2020,9,23
2020-09-24,476.7138888888889,2020,9,24
2020-09-25,489.39166666666665,2020,9,25
2020-09-26,489.9533333333332,2020,9,26
2020-09-27,491.61666666666656,2020,9,27
2020-09-28,491.5972222222221,2020,9,28
2020-09-29,486.11388888888894,2020,9,29
2020-09-30,486.44,2020,9,30
2020-10-01,507.7166666666666,2020,10,1
2020-10-02,505.97388888888895,2020,10,2
2020-10-03,505.9316666666667,2020,10,3
2020-10-04,506.28888888888895,2020,10,4
2020-10-05,507.3166666666667,2020,10,5
2020-10-06,507.3011111111112,2020,10,6
2020-10-07,506.4405555555556,2020,10,7
2020-10-08,506.2427777777776,2020,10,8
2020-10-09,507.9778571428571,2020,10,9
2020-10-10,508.09571428571417,2020,10,10
2020-10-11,511.6564285714286,2020,10,11
2020-10-12,512.3557142857143,2020,10,12
2020-10-13,508.6564285714285,2020,10,13
2020-10-14,509.7028571428571,2020,10,14
2020-10-15,508.5907142857142,2020,10,15
2020-10-16,503.3027777777778,2020,10,16
2020-10-17,515.8685714285713,2020,10,17
2020-10-18,524.4042857142855,2020,10,18
2020-10-19,515.79,2020,10,19
2020-10-20,516.2257142857142,2020,10,20
2020-10-21,511.62214285714265,2020,10,21
2020-10-22,510.0507142857141,2020,10,22
2020-10-23,509.87357142857127,2020,10,23
2020-10-24,502.1628571428572,2020,10,24
2020-10-25,501.2071428571429,2020,10,25
2020-10-26,501.5428571428571,2020,10,26
2020-10-27,503.7064285714286,2020,10,27
2020-10-28,499.78571428571433,2020,10,28
2020-10-29,499.77857142857135,2020,10,29
2020-10-30,502.9764285714285,2020,10,30
2020-10-31,505.07285714285706,2020,10,31
2020-11-01,504.27071428571423,2020,11,1
2020-11-02,504.2671428571427,2020,11,2
2020-11-03,503.9064285714284,2020,11,3
2020-11-04,505.69857142857126,2020,11,4
2020-11-05,506.4728571428569,2020,11,5
2020-11-06,505.6064285714284,2020,11,6
2020-11-07,506.5764285714285,2020,11,7
2020-11-08,505.1749999999999,2020,11,8
2020-11-09,505.1785714285713,2020,11,9
2020-11-10,505.1785714285713,2020,11,10
2020-11-11,505.13785714285706,2020,11,11
2020-11-12,505.1171428571428,2020,11,12
2020-11-13,505.0899999999999,2020,11,13
2020-11-14,508.5085714285712,2020,11,14
2020-11-15,533.4185714285712,2020,11,15
2020-11-16,534.81,2020,11,16
2020-11-17,534.7971428571428,2020,11,17
2020-11-18,533.4,2020,11,18
2020-11-19,531.74,2020,11,19
2020-11-20,508.4642857142858,2020,11,20
2020-11-21,508.4857142857144,2020,11,21
2020-11-22,507.8992857142857,2020,11,22
2020-11-23,506.29928571428576,2020,11,23
2020-11-24,507.0857142857143,2020,11,24
2020-11-25,510.8607142857143,2020,11,25
2020-11-26,510.8292857142857,2020,11,26
2020-11-27,509.29285714285726,2020,11,27
2020-11-28,500.4557142857144,2020,11,28
2020-11-29,501.08214285714297,2020,11,29
2020-11-30,498.0235714285714,2020,11,30
2020-12-01,489.49785714285736,2020,12,1
2020-12-02,491.7464285714286,2020,12,2
2020-12-03,492.8692857142857,2020,12,3
2020-12-04,496.8457142857143,2020,12,4
2020-12-05,496.32571428571424,2020,12,5
2020-12-06,496.2685714285714,2020,12,6
2020-12-07,496.2785714285714,2020,12,7
2020-12-08,496.3014285714285,2020,12,8
2020-12-09,496.3014285714285,2020,12,9
2020-12-10,496.3257142857144,2020,12,10
2020-12-11,496.3342857142858,2020,12,11
2020-12-12,495.5207142857144,2020,12,12
2020-12-13,488.7078571428572,2020,12,13
2020-12-14,484.5650000000001,2020,12,14
2020-12-15,484.94214285714287,2020,12,15
2020-12-16,484.9364285714286,2020,12,16
2020-12-17,487.9414285714286,2020,12,17
2020-12-18,488.0107142857144,2020,12,18
2020-12-19,488.0014285714287,2020,12,19
2020-12-20,480.9714285714287,2020,12,20
2020-12-21,481.0785714285715,2020,12,21
2020-12-22,480.8850000000002,2020,12,22
2020-12-23,480.8892857142858,2020,12,23
2020-12-24,480.8892857142858,2020,12,24
2020-12-25,480.6228571428572,2020,12,25
2020-12-26,480.8021428571429,2020,12,26
2020-12-27,480.70714285714274,2020,12,27
2020-12-28,481.05428571428575,2020,12,28
2020-12-29,480.85,2020,12,29
2020-12-30,480.17500000000007,2020,12,30
2020-12-31,480.9757142857144,2020,12,31
2021-01-01,481.0028571428571,2021,1,1
2021-01-02,480.9478571428572,2021,1,2
2021-01-03,480.9507142857144,2021,1,3
2021-01-04,483.0578571428573,2021,1,4
2021-01-05,482.857142857143,2021,1,5
2021-01-06,482.8721428571429,2021,1,6
2021-01-07,489.1707142857143,2021,1,7
2021-01-08,486.29642857142863,2021,1,8
2021-01-09,486.31928571428585,2021,1,9
2021-01-10,486.4907142857143,2021,1,10
2021-01-11,486.49142857142857,2021,1,11
2021-01-12,486.49142857142857,2021,1,12
2021-01-13,486.4607142857144,2021,1,13
2021-01-14,486.47214285714296,2021,1,14
2021-01-15,489.187142857143,2021,1,15
2021-01-16,488.85642857142864,2021,1,16
2021-01-17,489.297142857143,2021,1,17
2021-01-18,491.4535714285716,2021,1,18
2021-01-19,491.51714285714297,2021,1,19
2021-01-20,491.5100000000001,2021,1,20
2021-01-21,486.8357142857144,2021,1,21
2021-01-22,484.63642857142855,2021,1,22
2021-01-23,479.8107142857144,2021,1,23
2021-01-24,476.16,2021,1,24
2021-01-25,476.9378571428573,2021,1,25
2021-01-26,476.1171428571429,2021,1,26
2021-01-27,476.1,2021,1,27
2021-01-28,479.6207142857143,2021,1,28
2021-01-29,479.5992857142857,2021,1,29
2021-01-30,481.4064285714286,2021,1,30
2021-01-31,487.6435714285714,2021,1,31
2021-02-01,489.54785714285725,2021,2,1
2021-02-02,483.9878571428572,2021,2,2
2021-02-03,484.6692857142857,2021,2,3
2021-02-04,505.7642857142857,2021,2,4
2021-02-05,534.9407142857142,2021,2,5
2021-02-06,533.9235714285713,2021,2,6
2021-02-07,535.8107142857142,2021,2,7
2021-02-08,535.7935714285715,2021,2,8
2021-02-09,535.3742857142857,2021,2,9
2021-02-10,535.637142857143,2021,2,10
2021-02-11,535.6971428571429,2021,2,11
2021-02-12,535.6828571428572,2021,2,12
2021-02-13,531.6807142857142,2021,2,13
2021-02-14,519.1935714285713,2021,2,14
2021-02-15,519.1964285714286,2021,2,15
2021-02-16,519.1964285714286,2021,2,16
2021-02-17,526.385,2021,2,17
2021-02-18,527.0592857142858,2021,2,18
2021-02-19,526.4757142857144,2021,2,19
2021-02-20,526.6414285714286,2021,2,20
2021-02-21,526.5735714285715,2021,2,21
2021-02-22,526.9278571428573,2021,2,22
2021-02-23,526.2657142857144,2021,2,23
2021-02-24,527.3357142857143,2021,2,24
2021-02-25,527.6007142857143,2021,2,25
2021-02-26,528.1021428571429,2021,2,26
2021-02-27,527.0185714285715,2021,2,27
2021-02-28,528.6049999999999,2021,2,28
2021-03-01,528.4507142857143,2021,3,1
2021-03-02,525.1928571428572,2021,3,2
2021-03-03,524.7314285714286,2021,3,3
2021-03-04,524.6921428571429,2021,3,4
2021-03-05,526.3042857142857,2021,3,5
2021-03-06,535.0914285714287,2021,3,6
2021-03-07,539.6707142857143,2021,3,7
2021-03-08,539.6664285714286,2021,3,8
2021-03-09,538.0485714285713,2021,3,9
2021-03-10,538.0714285714286,2021,3,10
2021-03-11,540.1957142857143,2021,3,11
2021-03-12,540.1871428571429,2021,3,12
2021-03-13,540.0200000000001,2021,3,13
2021-03-14,539.4457142857144,2021,3,14
2021-03-15,541.8314285714284,2021,3,15
2021-03-16,511.1171428571428,2021,3,16
2021-03-17,514.6257142857143,2021,3,17
2021-03-18,518.0764285714287,2021,3,18
2021-03-19,519.1650000000001,2021,3,19
2021-03-20,517.5285714285716,2021,3,20
2021-03-21,547.9564285714285,2021,3,21
2021-03-22,552.8128571428573,2021,3,22
2021-03-23,522.3921428571429,2021,3,23
2021-03-24,522.4035714285715,2021,3,24
2021-03-25,522.4378571428573,2021,3,25
2021-03-26,522.4507142857144,2021,3,26
2021-03-27,553.002142857143,2021,3,27
2021-03-28,554.0914285714287,2021,3,28
2021-03-29,523.6142857142856,2021,3,29
2021-03-30,523.4514285714287,2021,3,30
2021-03-31,553.9671428571429,2021,3,31
